Brand,Store Number,Store Name,Ownership Type,City,State/Province,Country,Timezone,Longitude,Latitude
Starbucks,47370-257954,"Meritxell, 96",Licensed,Andorra la Vella,7,AD,GMT+1:00 Europe/Andorra,1.53,42.51
Starbucks,22331-212325,Ajman Drive Thru,Licensed,Ajman,AJ,AE,GMT+04:00 Asia/Dubai,55.47,25.42
Starbucks,47089-256771,Dana Mall,Licensed,Ajman,AJ,AE,GMT+04:00 Asia/Dubai,55.47,25.39
Starbucks,22126-218024,Twofour 54,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.38,24.48
Starbucks,17127-178586,Al Ain Tower,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.54,24.51
Starbucks,17688-182164,"Dalma Mall, Ground Floor",Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.49,24.4
Starbucks,18182-182165,"Dalma Mall, Level 1",Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.49,24.4
Starbucks,23359-229184,Debenhams Yas Mall,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.61,24.46
Starbucks,30781-99022,Khalidiya Street,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Muscat,55.69,24.19
Starbucks,20423-205465,Eastern Mangroves,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.38,24.48
Starbucks,20424-205466,Nation Towers,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.34,24.47
Starbucks,1579-122101,HCT Abu Dhabi Women's College Block,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.49
Starbucks,32595-122105,Standard Chartered Building,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Muscat,55.69,24.19
Starbucks,24191-236428,International Tower,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.7,24.3
Starbucks,24604-238367,Yas Mall 3,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.6,24.48
Starbucks,32029-110804,Blue Tower A,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Muscat,55.74,24.21
Starbucks,29560-238539,Corniche Park DT,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.34,24.47
Starbucks,32239-100001,Khalidiya Mall,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.35,24.47
Starbucks,31719-103601,Al Wahda Mall,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.47
Starbucks,20008-200004,Al Seef Village,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.38,24.48
Starbucks,32767-131566,Shangri-La Souq,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.51,24.42
Starbucks,3886-141408,"Abu Dhabi University, Men's",Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.35,24.46
Starbucks,29539-254261,MUshrif Mall 1,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.66,24.41
Starbucks,28809-251348,Boutik Mall Sun & Sky,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.41,24.5
Starbucks,34262-62540,Marina Mall,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.32,24.47
Starbucks,3178-141407,"Abu Dhabi University, Women's",Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.57,24.35
Starbucks,34260-17877,Hamdan Street,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Muscat,55.62,24.21
Starbucks,21605-213406,Saadiyat Island,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.44,24.54
Starbucks,1935-141406,Camellia Flowers,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.34,24.47
Starbucks,20113-195784,Deerfields,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.94,24.9
Starbucks,34227-33225,Abu Dhabi Mall,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.5
Starbucks,17361-180588,Zayed University,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.6,24.4
Starbucks,15938-165686,Bawabat Al Sharq,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Muscat,55.77,24.48
Starbucks,16453-170544,Guardian Tower,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.44,24.43
Starbucks,24085-235545,Ferrari World Welcome Pavilion,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.61,24.46
Starbucks,24932-239347,Al Mamoura,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.39,24.46
Starbucks,18469-188844,Ministry of Interior,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.39,24.43
Starbucks,28810-251346,ADNOC Mushrif,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.66,24.41
Starbucks,1897-120044,Twin Towers 13th Street,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,55.53,23.85
Starbucks,20772-207664,Al Falah Community,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.47
Starbucks,2176-143834,Abu Dhabi Police HQ,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.52
Starbucks,18530-169885,Western Region,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.48
Starbucks,24931-239348,Raha Garden,Licensed,Abu Dhabi,AZ,AE,GMT+04:00 Asia/Dubai,54.37,24.47
Starbucks,29306-253248,Al Ain Ladies Club,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.4,24.12
Starbucks,17291-169884,Jahli Park,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Dubai,55.29,25.24
Starbucks,32640-131563,Tawam Hospital,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.65,24.19
Starbucks,34332-97778,Jimmy Mall,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.73,24.24
Starbucks,16257-166109,Al Ain Mall,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Dubai,55.39,25.1
Starbucks,1926-141411,Bawadi Mall,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.81,24.16
Starbucks,24510-238164,Wahat Hili Mall,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.69,24.21
Starbucks,17788-183965,Oasis Hospital,Licensed,Al Ain,AZ,AE,GMT+04:00 Asia/Muscat,55.8,24.13
Starbucks,22963-226644,YAS Mall,Licensed,Abu Dhabi,DU,AE,GMT+04:00 Asia/Dubai,54.47,24.41
Starbucks,23197-228761,Al Ruwais Mall,Licensed,Abu Dhabi,DU,AE,GMT+04:00 Asia/Dubai,54.63,24.29
Starbucks,23549-231166,Shamkha Mall,Licensed,Abu Dhabi,DU,AE,GMT+04:00 Asia/Dubai,54.69,24.39
Starbucks,15060-156348,Al Barsha Commercial,Licensed,Al Barsha,DU,AE,GMT+04:00 Asia/Dubai,55.23,25.05
Starbucks,34291-80114,Umm Sequeim,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.23,25.17
Starbucks,27072-246650,Reel Cinema,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Muscat,55.6,24.78
Starbucks,18751-188904,Dubai Airport Concourse 3,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.25
Starbucks,18857-187024,City Walk - Dubai,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.27
Starbucks,28908-251804,DIFC 2,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.16,25.1
Starbucks,32250-107405,The Residence Tower 1,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.27,25.19
Starbucks,34211-17922,Emirates Tower,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.21
Starbucks,34315-87671,Dubai Marina,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.15,25.08
Starbucks,23213-228760,Dubai Airport - Concourse D West,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.25
Starbucks,30780-154130,Mall of the Emirates - Ski #2,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.2,25.12
Starbucks,25406-240945,Bin Sougat,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.4,25.23
Starbucks,32329-111864,Old Town Amenity Building,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.19
Starbucks,32741-141410,Atlantis,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.12,25.13
Starbucks,17787-183964,Jumeirah Beach Road,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.14,25.08
Starbucks,3183-143827,Oasis Centre,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.24,25.17
Starbucks,32571-107873,Jumeirah Beach Residence 3 P24a,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.13,25.07
Starbucks,23973-234507,Dubai Airport T1 Landside Departure,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.27
Starbucks,32144-123448,Old Town Commercial Island,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.19
Starbucks,34219-17920,Al Gurrair Mall,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.32,25.27
Starbucks,32476-106835,Jumeirah Beach Residence 6 GM10,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.13,25.07
Starbucks,7073-204444,Atlantis The Avenues,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.12,25.13
Starbucks,18026-187444,Jumeirah Villa,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.23,25.19
Starbucks,34284-65720,Mercato Town Centre,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.25,25.22
Starbucks,32117-116426,Emaar Business Park,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.17,25.1
Starbucks,20347-204885,DBX - Term 2 Landside,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.27
Starbucks,49595-270099,DED,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.33,25.26
Starbucks,32292-111724,Burj Dubai Business Park,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.27,25.2
Starbucks,4141-147544,Motor City,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.24,25.05
Starbucks,21600-213424,ENOC 1001,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.27
Starbucks,47514-254743,Riverland,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.19,25.11
Starbucks,26471-239345,Me'Aissem City Center,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.19,25.03
Starbucks,25879-242844,Etihad Mall,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.42,25.23
Starbucks,6137-116711,Park Place Showmax,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.24,25.2
Starbucks,3173-122109,Arabian Centre,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.46,25.26
Starbucks,23212-228759,Dubai Airport - Concourse D East,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.25
Starbucks,34335-97976,Gardens 3,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.12,25.04
Starbucks,1801-136467,Dubai Mall LG 118,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.2
Starbucks,31199-104340,Deira City Center 4,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.33,25.25
Starbucks,31853-109684,Sahara Tower,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55,24.92
Starbucks,28811-251347,Shindagha Centre,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.24
Starbucks,6106-148051,Dubai Academic City,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.42,25.13
Starbucks,34317-95971,Madina Jumeirah,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.19,25.13
Starbucks,32269-114734,21st Century Tower,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.21
Starbucks,34337-97975,Gardens 2,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.12,25.05
Starbucks,4143-147546,Mirdif City Center - Central Atrium,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.41,25.22
Starbucks,30954-99024,Health Care City Dubai,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.33,25.23
Starbucks,1609-136468,Dubai Mall G 223,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.2
Starbucks,34249-62099,Wafi Mall,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.25
Starbucks,23863-233552,Dubai Mall 4,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.44,25.04
Starbucks,31338-103600,Uptown Mirdif,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.43,25.23
Starbucks,34209-17918,Deira City Center Mall,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.33,25.25
Starbucks,34210-16835,Palm Strip,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.26,25.23
Starbucks,28258-250593,Starbuck Box Park,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.27,25.23
Starbucks,32523-106836,JBR 1 Rimal Plaza,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.13,25.07
Starbucks,24927-239346,Dubai Festival City,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.27
Starbucks,32328-123449,Al Ghadeer Tower,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.28,25.22
Starbucks,34292-76574,Jebel Ali,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.09,24.99
Starbucks,26743-245288,MoE Level 2 Extension,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.2,25.12
Starbucks,26048-243344,Borders  Mall of the Emirates,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.2,25.12
Starbucks,32714-122107,Movenpick,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.23
Starbucks,1968-136466,Dubai Marina Mall,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.14,25.08
Starbucks,27950-248318,Mudon,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.31,25.27
Starbucks,32425-106837,JBR 2 Rimal Marina,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.14,25.08
Starbucks,32457-106838,Jumeirah Beach Residence 4 GM09,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.14,25.08
Starbucks,48097-261445,Starbucks - Boulevard Plaza,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.16,25.11
Starbucks,1577-123446,DBX - Dubai Airport Terminal 3 C201,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.25
Starbucks,3169-123447,DBX - Dubai Airport Terminal 3 C207,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.35,25.25
Starbucks,34336-97974,Gardens 1,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.12,25.04
Starbucks,48522-263630,Outlet Village,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55,24.54
Starbucks,24139-236004,ENOC 1009 DT,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.27,25.2
Starbucks,34320-74020,Burjuman Centre II,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.3,25.25
Starbucks,15976-165685,Al Barsha Coop,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.21,25.1
Starbucks,16528-168726,Spinney's Silicon Oasis,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.4,25.13
Starbucks,22125-218025,Carrefour Green Community,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.38,25.11
Starbucks,18837-193244,World Trade Centre,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.33,25.29
Starbucks,31002-101076,Emaar Town Center,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.17,25.05
Starbucks,34346-97779,Knowledge Village,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.16,25.1
Starbucks,48396-262946,Bay Avenue - Business Bay,Licensed,Dubai,DU,AE,GMT+04:00 Asia/Dubai,55.16,25.11
Starbucks,17045-172945,Fujairah City Centre,Licensed,Fujairah,FU,AE,GMT+04:00 Asia/Muscat,56.3,25.13
Starbucks,28071-249840,LuLu Fujairah,Licensed,Fujairah,FU,AE,GMT+04:00 Asia/Muscat,56.33,25.12
Starbucks,1911-138604,Al Hamra Mall,Licensed,Ras Al Khaimah,RK,AE,GMT+04:00 Asia/Dubai,55.78,25.68
Starbucks,34228-219605,Al Manar Mall -,Licensed,Ras Al Khaimah,RK,AE,GMT+04:00 Asia/Dubai,55.97,25.79
Starbucks,3172-113584,Safeer Mall,Licensed,Ras Al Khaimah,RK,AE,GMT+04:00 Asia/Dubai,55.92,25.75
Starbucks,17964-183966,Sharjah Corniche,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.39,25.35
Starbucks,34252-54259,Mega Mall,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.4,25.35
Starbucks,34253-62541,Bukhatir Tower,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.38,25.33
Starbucks,1359-138434,Qanat Al Qasba,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.38,25.32
Starbucks,34259-54260,Sahara Center,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.37,25.3
Starbucks,34217-27108,American University of Sharjah,Licensed,Sharjah,SH,AE,GMT+04:00 Asia/Dubai,55.48,25.3
Starbucks,22697-223524,UAQ Drive Thru,Licensed,Umm Al Quwain,UQ,AE,GMT+04:00 Asia/Dubai,55.54,25.53
Starbucks,1278-139526,Alto Avelleneda,Licensed,Avellaneda,B,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.68
Starbucks,16436-159304,Soleil,Licensed,Boulogne,B,AR,GMT-03:00 America/Argentina/Bu,-57.87,-34.88
Starbucks,47294-254164,Arevalo,Licensed,Buenos Aires,B,AR,GMT-03:00 America/Argentina/Bu,-58.44,-34.58
Starbucks,25823-198067,Terrazas de Mayo,Licensed,Buenos Aires,B,AR,GMT-03:00 America/Argentina/Bu,-58.7,-34.53
Starbucks,15008-157047,San Isidro,Licensed,Buenos Aires,B,AR,GMT-03:00 America/Argentina/Bu,-58.51,-34.47
Starbucks,26540-219150,Alvear,Licensed,Buenos Aires,B,AR,GMT-03:00 America/Argentina/Bu,-58.5,-34.49
Starbucks,47751-259030,Plaza Barrientos,Licensed,Caba,B,AR,GMT-03:00 America/Argentina/Bu,-58.4,-34.59
Starbucks,47750-259026,Bellini,Licensed,Caba,B,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,16898-173464,Ezeiza,Licensed,Ezeiza,B,AR,GMT-03:00 America/Argentina/Bu,-58.53,-34.8
Starbucks,8091-151284,Martinez,Licensed,Martinez,B,AR,GMT-03:00 America/Argentina/Bu,-58.49,-34.48
Starbucks,1271-136936,Unicenter Shopping,Licensed,Martinez,B,AR,GMT-03:00 America/Argentina/Bu,-58.52,-34.51
Starbucks,8895-151508,Plaza Oeste,Licensed,Moron,B,AR,GMT-03:00 America/Argentina/Bu,-58.65,-34.63
Starbucks,15006-157046,Champagnat,Licensed,Pilar,B,AR,GMT-03:00 America/Argentina/Bu,-58.92,-34.45
Starbucks,15219-158845,Las Palmas,Licensed,Pilar,B,AR,GMT-03:00 America/Argentina/Bu,-60.22,-33.39
Starbucks,47724-230145,Austral,Licensed,Pilar,B,AR,GMT-03:00 America/Argentina/Bu,-58.86,-34.46
Starbucks,15474-156010,Quilmes,Licensed,Quilmes,B,AR,GMT-03:00 America/Argentina/Bu,-58.26,-34.72
Starbucks,16786-175824,Segundo Fernandez,Licensed,San Isidro,B,AR,GMT-03:00 America/Argentina/Bu,-58.55,-34.49
Starbucks,16444-169428,San Justo,Licensed,San Justo,B,AR,GMT-03:00 America/Argentina/Bu,-58.56,-34.69
Starbucks,3632-142527,Nordelta,Licensed,Tigre,B,AR,GMT-03:00 America/Argentina/Bu,-58.66,-34.4
Starbucks,3628-142530,Buenos Aires Mall,Licensed,Tortuguitas,B,AR,GMT-03:00 America/Argentina/Bu,-58.73,-34.45
Starbucks,15478-161685,Maipu,Licensed,Vicente Lopez,B,AR,GMT-03:00 America/Argentina/Bu,-58.47,-34.53
Starbucks,26464-238685,Jean Jaures,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.41,-34.6
Starbucks,7123-150606,Maure,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,26539-230148,Ayacucho,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.4,-34.6
Starbucks,25324-219149,Honduras,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.44,-34.58
Starbucks,13054-156007,Juana Azurduy,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.47,-34.55
Starbucks,15654-164107,Cabildo,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.46,-34.56
Starbucks,15329-160024,Rodriguez Pena,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,26461-232984,Gran Rex,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,16744-173424,Paseo de la Infanta,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.42,-34.57
Starbucks,26535-240364,Galeria guemes,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,47283-246923,Roosvelt,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.46,-34.56
Starbucks,1290-142064,Malabia,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.43,-34.59
Starbucks,49438-156016,Plaza Serrano,Joint Venture,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.42,-34.57
Starbucks,9126-151506,Edificio Pirelli,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.59
Starbucks,20313-198064,Arcos,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.43,-34.58
Starbucks,16600-173444,Congreso,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,1270-136935,Federico Lacroze,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.44,-34.57
Starbucks,16743-175224,Callao y Santa Fe,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,1282-139530,Galerias -Cordoba,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,1273-137353,Los Molinos,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.36,-34.61
Starbucks,3525-142748,DOT Planta Baja,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.49,-34.55
Starbucks,1284-140707,Elcano,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.46,-34.57
Starbucks,17802-185946,Conquistador,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,26459-238684,Florida Plaza,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.6
Starbucks,32499-133544,Alto Palermo,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.41,-34.59
Starbucks,1277-139525,Viamonte,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,9199-152184,Paseo Alcorta,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.4,-34.58
Starbucks,3803-153444,Yatch V,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.36,-34.6
Starbucks,29536-246926,Pampa,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.45,-34.56
Starbucks,16370-170264,Avenida de Mayo,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,1281-139529,Edificio Republica,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,19948-198065,Edificio Intercontinental,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.61
Starbucks,15142-156008,UCA,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.61
Starbucks,24877-228684,Recoleta Mall,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.59
Starbucks,19944-202505,UADE II,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.62
Starbucks,15005-157045,Parque Rivadavia,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.43,-34.62
Starbucks,6177-149892,Avenida La Plata,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.43,-34.62
Starbucks,16479-169427,Tribunales,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,15509-158844,Portal Palermo,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.43,-34.58
Starbucks,17243-180104,Devoto Shopping,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.52,-34.61
Starbucks,7027-149890,Castex,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.41,-34.58
Starbucks,24640-221027,Huidobro,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.47,-34.54
Starbucks,1279-139527,Abasto Shopping Center,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.41,-34.6
Starbucks,15653-164104,Callao - Buenos Aires,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.39,-34.6
Starbucks,26538-230144,BIND,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,20619-198066,Edificio Bank Boston,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.37,-34.6
Starbucks,7152-150785,UADE,Licensed,Buenos Aires,C,AR,GMT-03:00 America/Argentina/Bu,-58.38,-34.62
